activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version
13517,289,181,181,1,1,77.39,76.01,0.34,5,3,480p,False,English,3,False,False,False,,True,5,Thumbs Down,True,False,False,Editorial,18,,0.753,Renewal,7.99,Credit Card,False,,True,1.95,False,False,False,,Control,v4.0
13518,489,180,36,4,2,284.29,278.85,0.4,2,3,720p,True,English,1,False,False,False,,False,0,,False,False,False,Content-Based,11,,0.695,None,0.0,PayPal,False,,True,0.45,True,True,False,,Variant_B,v3.2
13519,492,334,55,3,1,192.18,242.92,0.52,6,4,1080p,False,English,7,False,True,False,,False,0,,True,False,False,Collaborative Filtering,17,,0.693,None,0.0,Credit Card,False,,False,2.36,False,False,False,,Control,v3.2
13520,100,99,126,3,3,18.6,17.28,0.84,2,2,720p,True,English,6,False,False,False,,True,4,,True,True,False,Hybrid,1,46.7,0.893,None,0.0,Credit Card,False,,True,2.28,False,False,False,,Control,v3.2
13521,252,185,13,3,3,109.13,137.95,0.8,0,1,480p,False,English,1,True,False,True,3.4,False,0,,False,False,False,Trending,2,,0.681,None,0.0,Credit Card,False,,False,2.43,True,False,False,,Variant_B,v4.0
13522,470,120,62,2,1,273.66,273.21,0.77,7,4,1080p,False,French,7,True,False,False,,False,0,,True,True,True,Trending,7,51.3,0.722,None,0.0,Apple Pay,False,,True,1.41,False,False,False,,Variant_B,v3.3
13523,77,102,175,1,3,15.48,17.88,0.6,6,4,240p,False,English,3,True,False,False,,False,0,,True,False,False,Content-Based,10,,0.993,None,0.0,Debit Card,False,,False,0.45,True,False,False,,Variant_A,v4.0
13524,135,365,109,2,3,12.81,13.26,0.38,7,0,480p,False,Spanish,3,True,False,False,,True,4,,True,True,False,Content-Based,14,103.3,0.509,Cancellation,0.0,Debit Card,False,Technical,True,1.93,False,False,False,,Variant_A,v3.3
13525,392,117,95,4,3,84.96,82.89,0.62,5,1,4K,False,English,8,False,False,False,,True,3,Thumbs Up,True,True,False,Hybrid,12,3.3,0.836,Renewal,13.99,Credit Card,False,,True,2.12,True,False,False,,Control,v4.0
13526,412,44,126,4,2,45.75,51.94,0.71,7,2,720p,False,Spanish,7,False,False,False,,False,0,,False,False,False,Trending,17,,0.684,None,0.0,Debit Card,False,,False,0.29,True,True,False,,Control,v3.2
13527,173,81,135,3,2,17.51,18.02,0.72,5,4,1080p,True,English,9,False,False,False,,True,2,,True,False,False,Collaborative Filtering,14,,0.898,None,0.0,Credit Card,False,,False,1.16,True,False,False,,Variant_B,v3.3
13528,363,72,184,4,2,18.68,22.28,0.89,7,2,1080p,False,English,6,False,False,False,,True,5,Thumbs Down,True,True,True,Collaborative Filtering,19,23.8,0.642,Signup,7.99,Apple Pay,False,,True,1.55,False,False,False,,Variant_A,v3.2
13529,201,211,23,1,3,38.25,42.63,0.73,1,4,1080p,False,English,6,True,False,False,,False,0,,True,True,True,Collaborative Filtering,10,66.4,0.582,None,0.0,Credit Card,False,,False,1.7,False,False,False,,Control,v3.2
13530,217,267,9,3,2,36.96,42.38,0.72,8,4,480p,False,Original,7,False,False,False,,False,0,Thumbs Up,True,False,False,Content-Based,12,,0.525,Signup,19.99,Credit Card,False,,True,1.28,True,True,False,,Control,v3.3
13531,376,50,175,2,2,19.58,22.95,0.76,6,0,1080p,False,English,5,False,False,False,,False,0,,True,False,False,Trending,7,,0.923,Cancellation,13.99,Apple Pay,False,No Time,False,0.22,True,True,False,,Control,v3.3
13532,208,200,37,1,1,30.59,39.74,0.83,7,3,1080p,True,English,3,False,False,False,,False,0,,True,True,True,Trending,8,59.4,0.831,Upgrade,19.99,Credit Card,False,,True,1.52,True,True,False,,Variant_A,v3.3
13533,74,244,132,2,3,23.08,24.87,0.85,2,1,1080p,False,English,8,True,False,False,,True,4,,False,False,False,Editorial,13,,0.446,Signup,7.99,PayPal,False,,True,0.32,False,False,False,,Variant_A,v3.3
13534,11,145,167,3,2,37.59,44.66,0.46,5,0,720p,False,Spanish,5,False,True,False,,True,1,Thumbs Down,True,False,False,Trending,6,,0.828,Upgrade,19.99,Credit Card,False,,True,0.28,True,True,False,,Variant_A,v4.0
13535,287,351,175,4,1,219.19,235.95,0.86,0,2,1080p,True,English,4,False,False,False,,True,3,,True,False,False,Collaborative Filtering,8,,0.421,None,0.0,PayPal,False,,True,0.3,True,False,False,,Control,v4.0
13536,256,187,12,4,2,44.28,56.95,0.84,0,4,1080p,False,French,4,False,False,False,,True,4,,True,True,True,Trending,5,39.1,0.509,Cancellation,13.99,Credit Card,False,No Time,True,2.37,True,False,False,,Control,v3.1
13537,12,24,62,3,3,13.05,15.59,0.47,6,4,480p,True,English,7,False,False,True,2.6,False,0,,True,False,False,Content-Based,9,,0.756,None,0.0,PayPal,False,,True,1.75,False,False,False,,Control,v3.3
13538,380,104,58,1,3,70.61,86.18,0.44,7,1,1080p,False,Original,5,True,False,False,,True,5,Thumbs Up,True,False,False,Content-Based,11,,0.678,None,0.0,PayPal,False,,False,1.58,False,False,False,,Control,v3.1
13539,479,116,25,1,3,221.95,237.59,0.44,3,0,720p,False,English,7,False,False,True,3.0,True,3,Thumbs Up,True,False,False,Trending,13,,0.904,None,0.0,PayPal,False,,True,1.86,False,False,False,,Variant_A,v3.2
13540,78,208,38,4,3,41.19,37.48,0.61,6,0,4K,True,English,9,False,False,False,,True,4,Thumbs Up,True,False,False,Hybrid,1,,0.765,None,0.0,Credit Card,False,,True,0.68,True,False,False,,Control,v4.0
13541,435,325,103,3,2,73.61,74.27,0.6,5,2,1080p,False,English,6,False,False,False,,False,0,,True,False,False,Content-Based,7,,0.979,Renewal,19.99,Credit Card,False,,False,0.85,False,False,False,,Variant_A,v3.3
13542,172,27,138,3,1,55.52,58.35,0.66,8,0,480p,False,English,3,True,True,False,,False,0,,True,True,False,Editorial,6,50.4,0.913,Renewal,13.99,Credit Card,False,,False,2.27,False,False,False,,Control,v3.3
13543,96,356,99,1,2,17.1,21.08,0.69,7,0,4K,True,English,8,False,False,False,,False,0,Thumbs Up,True,False,False,Hybrid,8,,0.604,Downgrade,0.0,Credit Card,False,,True,1.68,False,False,False,,Variant_A,v3.2
13544,306,141,19,2,3,17.01,20.66,0.86,4,3,4K,False,Hindi,7,True,False,False,,False,0,,True,True,False,Content-Based,2,111.0,0.9,None,0.0,Credit Card,False,,False,2.1,True,True,False,,Control,v3.2
13545,373,215,118,4,1,82.62,82.54,0.67,2,1,1080p,True,German,7,False,False,False,,True,2,,True,False,False,Collaborative Filtering,17,,0.922,Signup,7.99,Credit Card,False,,True,2.37,False,False,False,,Control,v4.0
13546,273,10,138,1,3,57.22,61.69,0.85,3,0,720p,False,German,1,False,False,True,1.9,False,0,,True,False,False,Collaborative Filtering,17,,0.982,None,0.0,Credit Card,False,,True,1.18,False,False,False,,Variant_B,v4.0
13547,419,166,125,4,2,38.53,49.98,0.4,1,2,1080p,False,English,5,False,True,False,,True,5,,True,True,False,Collaborative Filtering,18,80.6,0.408,None,0.0,Apple Pay,False,,True,1.5,True,False,False,,Control,v3.3
13548,385,193,185,3,3,43.93,53.31,0.66,5,4,720p,False,French,2,False,False,False,,True,5,,False,False,False,Editorial,7,,0.925,None,0.0,Gift Card,False,,True,0.84,True,True,False,,Variant_B,v3.2
13549,413,337,40,4,1,25.57,30.51,0.97,1,0,1080p,False,Hindi,7,True,False,False,,False,0,Thumbs Down,True,True,False,Editorial,15,17.4,0.442,None,0.0,Credit Card,False,,True,2.11,True,False,False,,Variant_A,v3.3
13550,179,76,20,3,1,52.32,48.75,0.45,1,0,1080p,False,English,8,False,False,True,3.9,False,0,,True,True,True,Content-Based,13,84.0,0.717,Cancellation,0.0,Apple Pay,False,Found Alternative,True,1.19,True,False,False,,Control,v3.3
13551,64,27,38,1,3,43.61,54.38,0.91,0,4,720p,False,Original,9,False,False,True,2.2,False,0,,True,False,False,Collaborative Filtering,20,,0.649,None,0.0,Credit Card,False,,False,1.82,False,False,False,,Variant_B,v3.2
13552,132,4,23,4,2,58.69,64.28,0.6,8,3,1080p,True,English,8,True,False,False,,False,0,,True,True,False,Collaborative Filtering,14,80.3,0.952,None,0.0,Credit Card,False,,True,1.46,True,False,False,,Control,v3.2
13553,343,196,28,2,1,7.76,7.94,0.68,1,1,480p,False,German,5,False,False,False,,False,0,,True,False,False,Editorial,15,,0.643,None,0.0,Debit Card,False,,False,1.37,False,False,False,,Variant_A,v3.3
13554,412,55,41,4,2,53.74,68.79,0.94,7,3,1080p,False,French,4,False,False,True,1.7,True,5,,True,False,False,Content-Based,3,,0.758,None,0.0,Apple Pay,False,,True,0.48,False,False,False,,Control,v3.3
13555,272,201,23,2,1,216.92,212.32,0.57,8,2,1080p,False,Spanish,7,True,False,False,,False,0,,True,True,False,Hybrid,6,85.9,0.815,Cancellation,19.99,Debit Card,False,Technical,True,1.84,True,True,False,,Control,v3.2
13556,319,142,54,4,2,215.19,241.86,0.43,3,0,1080p,False,English,4,False,False,False,,False,0,,True,False,False,Collaborative Filtering,9,,0.411,None,0.0,Credit Card,False,,True,0.23,True,False,False,,Control,v3.3
13557,332,70,176,4,2,29.2,27.24,0.4,1,3,1080p,False,English,6,False,False,False,,False,0,,True,True,False,Hybrid,14,99.2,0.755,Renewal,0.0,PayPal,False,,False,1.97,True,True,False,,Control,v3.3
13558,437,268,75,4,3,47.86,57.01,0.53,3,1,4K,True,Original,8,False,True,True,3.5,False,0,,True,False,False,Editorial,16,,0.711,Upgrade,13.99,Apple Pay,False,,True,2.31,False,False,False,,Control,v3.2
13559,341,68,159,2,2,128.65,158.29,0.64,5,2,720p,True,English,5,True,False,False,,False,0,,True,False,False,Collaborative Filtering,17,,0.756,None,0.0,Debit Card,False,,True,2.02,True,False,False,,Control,v3.3
13560,109,104,148,4,3,49.94,62.99,0.88,7,3,1080p,True,Hindi,1,False,False,False,,True,3,,True,True,False,Trending,12,18.9,0.445,Renewal,13.99,Credit Card,False,,False,0.56,True,False,False,,Control,v4.0
13561,273,347,152,1,1,15.36,15.29,0.72,1,0,1080p,True,English,8,False,False,False,,True,2,,True,False,False,Hybrid,4,,0.433,Cancellation,19.99,Credit Card,False,No Time,False,0.83,True,True,False,,Variant_A,v4.0
13562,168,319,30,2,3,7.06,8.93,0.8,0,1,720p,False,English,7,False,False,False,,True,2,,True,False,False,Editorial,5,,0.507,None,0.0,Credit Card,False,,True,0.6,True,False,False,,Variant_B,v3.3
13563,397,92,176,3,2,16.43,17.8,0.73,3,0,240p,False,German,9,False,False,False,,True,2,,True,True,False,Content-Based,11,75.3,0.922,Cancellation,0.0,PayPal,False,No Time,False,0.66,True,False,False,,Variant_B,v4.0
13564,180,47,49,2,3,136.45,132.98,0.64,6,0,480p,False,English,8,True,False,False,,False,0,,True,True,True,Trending,11,93.4,0.614,Signup,7.99,Credit Card,True,,True,2.05,False,False,False,,Variant_B,v3.1
13565,58,41,97,3,3,13.53,12.61,0.98,6,2,480p,True,English,8,True,False,True,3.1,False,0,,True,False,False,Content-Based,8,,0.66,None,0.0,Credit Card,False,,True,0.25,False,False,False,,Control,v3.2
13566,480,346,72,1,2,188.77,196.91,0.46,1,1,4K,False,Hindi,7,False,False,False,,True,2,,True,False,False,Editorial,18,,0.634,None,0.0,Apple Pay,False,,True,1.23,True,False,False,,Control,v3.1
13567,421,59,125,3,2,23.95,26.13,0.74,7,4,1080p,True,English,3,False,False,False,,False,0,,False,False,False,Content-Based,6,,0.829,Renewal,0.0,Debit Card,False,,True,1.53,True,False,False,,Variant_A,v3.3
13568,498,279,146,2,1,42.5,46.58,0.39,6,0,1080p,False,French,6,False,False,False,,False,0,,True,False,False,Trending,7,,0.556,None,0.0,Debit Card,False,,False,2.38,True,False,False,,Variant_B,v3.3
13569,79,248,78,2,2,18.52,18.9,0.71,5,1,4K,False,English,3,False,False,False,,False,0,,True,False,False,Trending,6,,0.441,Renewal,19.99,Credit Card,False,,True,1.67,True,False,False,,Control,v3.3
13570,460,124,20,2,2,13.91,12.55,0.67,8,0,1080p,False,English,8,False,False,False,,True,2,,True,False,False,Hybrid,14,,0.627,Downgrade,13.99,Credit Card,False,,True,1.79,False,False,False,,Control,v4.0
13571,61,116,95,4,1,17.21,17.73,0.56,8,3,1080p,True,English,2,False,False,False,,False,0,,True,False,False,Collaborative Filtering,20,,0.837,None,0.0,Gift Card,False,,False,1.41,False,False,True,Payment Error,Variant_A,v3.3
13572,369,139,152,3,1,56.94,73.39,0.66,1,3,240p,True,Spanish,5,False,False,False,,False,0,,True,False,False,Hybrid,6,,0.949,None,0.0,Debit Card,False,,True,0.99,False,False,False,,Control,v4.0
13573,121,113,33,4,1,46.66,57.55,0.95,8,1,1080p,False,Original,1,True,False,False,,False,0,,True,False,False,Collaborative Filtering,4,,0.43,Downgrade,7.99,Credit Card,False,,True,0.95,True,False,False,,Variant_A,v3.3
13574,207,171,79,4,3,23.61,25.38,0.72,8,2,4K,False,Hindi,2,True,False,False,,False,0,,True,False,False,Collaborative Filtering,13,,0.886,None,0.0,Credit Card,False,,True,1.79,False,False,True,Playback Error,Control,v4.0
13575,34,239,199,3,2,29.67,28.15,0.32,3,4,1080p,True,English,5,False,False,True,1.6,False,0,,True,False,False,Collaborative Filtering,17,,0.44,None,0.0,Debit Card,False,,False,0.99,False,False,False,,Variant_A,v4.0
13576,70,128,28,1,3,40.26,38.64,0.44,7,3,720p,False,French,3,False,False,False,,False,0,,True,False,False,Trending,12,,0.598,None,0.0,PayPal,False,,True,1.71,True,False,False,,Control,v3.1
13577,17,138,198,4,3,269.31,324.28,0.45,6,2,480p,True,English,5,False,False,False,,False,0,,False,False,False,Trending,9,,0.413,Upgrade,19.99,Debit Card,False,,True,1.41,True,False,False,,Variant_B,v4.0
13578,496,9,22,2,2,55.73,66.31,0.5,0,4,720p,False,English,7,False,False,False,,False,0,,True,False,False,Editorial,20,,0.947,Renewal,0.0,Debit Card,False,,True,1.43,True,False,False,,Control,v3.1
13579,497,246,67,3,2,5.63,5.76,0.72,6,3,720p,True,German,4,False,False,True,1.3,False,0,,True,False,False,Trending,3,,0.824,None,0.0,Credit Card,False,,True,0.88,False,False,False,,Variant_A,v4.0
13580,20,96,105,4,3,108.25,109.29,0.89,1,4,1080p,False,Hindi,2,True,False,False,,True,4,,True,False,False,Collaborative Filtering,11,,0.621,Renewal,19.99,PayPal,False,,True,0.58,False,False,False,,Control,v3.2
13581,457,61,191,1,1,33.62,36.83,0.73,7,0,1080p,True,English,1,False,False,False,,True,1,,True,False,False,Hybrid,5,,0.626,None,0.0,Debit Card,False,,False,0.18,True,True,False,,Control,v3.1
13582,315,137,101,2,3,13.43,14.03,0.55,1,1,720p,False,English,2,True,False,True,4.7,False,0,,True,False,False,Trending,3,,0.784,None,0.0,Apple Pay,False,,True,0.74,False,False,False,,Variant_B,v3.2
13583,69,253,114,4,1,74.49,74.01,0.68,2,3,4K,True,English,9,False,False,False,,False,0,,True,False,False,Editorial,17,,0.454,Renewal,19.99,Credit Card,False,,True,1.46,True,False,False,,Variant_B,v4.0
13584,215,111,165,1,3,62.24,57.6,0.62,5,3,720p,True,English,5,True,False,True,4.8,True,2,,True,True,True,Editorial,9,94.9,0.487,None,0.0,Debit Card,False,,True,2.09,False,False,False,,Control,v3.1
13585,161,167,184,4,2,16.22,15.3,1.0,5,0,1080p,False,English,1,False,False,False,,False,0,,True,True,False,Content-Based,6,113.2,0.908,Cancellation,0.0,PayPal,False,No Time,False,2.02,True,False,False,,Control,v3.3
13586,102,301,200,3,3,139.25,166.21,0.41,0,3,1080p,True,Spanish,2,False,False,False,,False,0,,True,False,False,Content-Based,18,,0.521,None,0.0,Debit Card,False,,True,1.94,False,False,False,,Variant_A,v3.3
13587,376,104,136,1,1,36.55,40.25,0.76,7,3,1080p,False,Hindi,1,False,False,False,,True,1,,False,False,False,Collaborative Filtering,6,,0.836,Downgrade,19.99,PayPal,False,,False,0.52,True,True,False,,Variant_B,v4.0
13588,206,40,162,1,3,4.13,4.49,0.6,5,3,1080p,False,English,2,False,False,False,,False,0,,True,False,False,Content-Based,6,,0.535,None,0.0,Credit Card,False,,True,1.73,False,False,False,,Control,v3.2
13589,145,57,122,1,2,109.06,116.4,0.67,8,3,720p,False,Hindi,5,False,False,False,,False,0,,True,False,False,Content-Based,10,,0.453,None,0.0,Credit Card,False,,False,0.65,True,True,False,,Control,v3.2
13590,57,200,137,4,3,15.75,18.64,0.93,4,3,480p,True,English,1,True,False,False,,True,2,,True,False,False,Collaborative Filtering,11,,0.94,None,0.0,Credit Card,False,,True,0.89,True,False,False,,Control,v3.3
13591,83,42,31,3,2,65.27,76.65,0.61,3,2,1080p,False,English,6,False,False,False,,False,0,,True,True,True,Content-Based,14,79.5,0.941,Signup,13.99,Debit Card,False,,True,1.88,True,False,False,,Control,v3.3
13592,481,33,148,4,1,15.85,15.36,0.61,1,3,1080p,False,English,5,False,False,False,,True,3,,True,False,False,Collaborative Filtering,12,,0.763,Renewal,7.99,Credit Card,False,,True,0.82,True,False,False,,Variant_B,v3.3
13593,385,8,10,1,2,27.46,31.67,0.82,7,0,720p,False,English,1,False,False,False,,True,1,,True,True,False,Collaborative Filtering,20,36.2,0.677,None,0.0,Debit Card,False,,False,1.6,True,False,False,,Control,v4.0
13594,269,249,57,1,1,165.83,158.29,0.61,8,3,4K,False,English,7,False,False,False,,True,5,Thumbs Up,True,False,False,Collaborative Filtering,18,,0.732,Renewal,0.0,Gift Card,False,,True,1.72,False,False,False,,Control,v3.3
13595,494,341,14,2,1,236.18,279.99,0.84,2,4,720p,False,English,3,False,False,False,,False,0,Thumbs Down,True,False,False,Editorial,15,,0.645,None,0.0,Apple Pay,False,,False,2.42,True,True,False,,Control,v3.3
13596,411,243,113,4,1,89.49,101.17,0.9,6,4,720p,True,English,1,False,False,False,,True,3,Thumbs Up,True,False,False,Collaborative Filtering,10,,0.854,None,0.0,PayPal,False,,True,0.48,False,False,False,,Control,v3.2
13597,454,286,168,4,2,276.22,313.26,0.97,4,0,720p,False,Spanish,1,False,False,False,,False,0,,True,False,False,Collaborative Filtering,1,,0.853,None,0.0,Debit Card,False,,True,0.53,False,False,False,,Control,v3.1
13598,187,253,84,4,3,48.08,58.68,0.77,0,2,4K,False,English,5,True,False,True,3.4,True,4,,True,False,False,Hybrid,15,,0.891,None,0.0,Credit Card,False,,True,1.2,False,False,False,,Control,v3.3
13599,6,29,107,4,3,42.39,53.36,0.46,8,0,1080p,False,Original,1,False,False,True,3.5,False,0,,True,False,False,Trending,2,,0.714,None,0.0,Credit Card,False,,False,1.36,True,True,False,,Control,v3.3
13600,353,194,194,4,2,76.18,93.46,0.72,3,2,720p,False,Hindi,4,True,False,False,,False,0,,True,True,False,Collaborative Filtering,20,101.3,0.881,None,0.0,Credit Card,False,,True,1.02,True,False,False,,Variant_B,v3.3
13601,350,246,71,1,1,47.82,46.08,0.35,4,1,720p,False,English,9,False,False,False,,False,0,,True,False,False,Content-Based,2,,0.493,Cancellation,19.99,Debit Card,False,Technical,True,1.63,False,False,False,,Variant_A,v3.1
13602,110,344,130,3,1,13.38,13.72,1.0,4,4,480p,False,English,4,True,False,False,,True,2,,True,True,False,Collaborative Filtering,4,11.2,0.418,None,0.0,Gift Card,False,,True,1.53,True,False,False,,Control,v4.0
13603,483,84,94,2,2,246.22,298.96,0.99,4,4,720p,False,English,1,False,False,False,,False,0,,True,True,False,Trending,14,48.2,0.789,Upgrade,13.99,Credit Card,False,,False,1.69,False,False,False,,Variant_B,v4.0
13604,407,9,197,1,1,38.53,34.9,0.33,3,4,480p,True,Hindi,4,False,False,False,,False,0,,True,True,False,Hybrid,19,16.0,0.463,Upgrade,7.99,PayPal,False,,True,2.27,False,False,False,,Variant_B,v4.0
13605,138,138,171,2,2,24.11,28.44,0.76,4,2,720p,False,Hindi,6,False,False,False,,False,0,Thumbs Up,True,False,False,Content-Based,14,,0.73,None,0.0,Credit Card,False,,False,0.45,True,True,False,,Control,v4.0
13606,51,62,22,1,2,76.04,72.17,0.61,0,0,720p,True,French,5,False,False,False,,False,0,,True,True,False,Content-Based,13,64.1,0.833,Cancellation,0.0,Apple Pay,False,No Time,True,2.06,False,False,False,,Variant_A,v3.1
13607,403,137,31,4,2,18.7,23.27,0.94,2,2,1080p,False,English,4,False,False,False,,False,0,Thumbs Up,True,False,False,Hybrid,1,,0.644,None,0.0,Credit Card,False,,True,1.55,True,False,False,,Variant_A,v3.3
13608,51,15,2,3,3,71.13,67.96,0.65,8,4,1080p,False,English,4,True,False,False,,False,0,Thumbs Up,True,False,False,Content-Based,10,,0.426,None,0.0,PayPal,False,,True,2.22,True,False,False,,Variant_A,v4.0
13609,476,273,103,2,3,28.02,33.02,0.85,8,4,720p,True,German,3,False,False,False,,True,5,,False,False,False,Content-Based,14,,0.932,Cancellation,0.0,PayPal,False,Content,True,0.14,True,False,False,,Variant_A,v4.0
13610,87,360,176,4,3,19.61,19.92,0.93,5,4,1080p,True,German,2,False,False,False,,False,0,,True,False,False,Content-Based,17,,0.426,Renewal,13.99,Credit Card,False,,True,2.09,False,False,False,,Variant_A,v3.2
13611,68,2,172,1,3,16.58,16.73,0.46,5,4,1080p,False,English,2,True,False,False,,False,0,,True,False,False,Collaborative Filtering,16,,0.943,None,0.0,PayPal,False,,True,0.61,False,False,False,,Control,v3.2
13612,84,34,78,4,3,20.87,23.05,0.32,1,1,1080p,False,French,1,False,False,False,,True,5,,True,False,False,Hybrid,15,,0.432,Upgrade,13.99,Gift Card,False,,True,2.38,True,False,False,,Control,v4.0
13613,467,244,197,3,2,276.84,351.36,0.45,0,4,480p,False,Original,2,False,True,False,,False,0,,True,False,False,Collaborative Filtering,11,,0.841,None,0.0,Credit Card,False,,True,0.87,True,False,False,,Control,v3.2
